
S11,4,4,2,0,3,2,2,0,12,
S11,5,6,1,4,10,2,1,0,9,
S11,6,11,2,5,2,2,0,1,31,
S11,7,1,0,2,0,0,2,0,2,
S11,8,7,2,0,15,0,1,3,3,
S11,9,6,1,0,3,2,0,0,0,
S11,10,16,0,0,4,0,0,0,1,
S12,1,11,1,44,3,0,25,2,42,
S12,2,28,2,38,20,2,3,6,31,
S12,3,20,5,5,26,28,12,5,66,
S12,4,17,4,4,18,0,5,27,0,
S12,5,1,0,5,9,2,2,0,26,
S12,6,0,2,17,14,1,43,3,1,
S12,7,2,2,31,8,1,5,1,25,
S12,8,10,3,11,8,5,3,29,5,
S12,9,14,1,18,13,0,1,0,0,
S12,10,4,2,12,12,1,1,1,2,
S13,1,59,54,17,11,35,11,48,14,
S13,2,21,4,38,23,171,35,7,28,
S13,3,28,4,35,26,5,1,8,28,
S13,4,4,15,30,41,3,25,5,40,
S13,5,24,7,21,49,21,20,17,30,
S13,6,14,22,17,38,16,34,14,28,
S13,7,21,8,17,26,5,27,2,38,
S13,8,25,14,30,41,18,25,11,22,
S13,9,24,18,24,26,16,14,14,45,
S13,10,25,8,24,29,19,10,21,22,
S14,1,5,26,76,15,41,4,2,20,
S14,2,7,2,8,11,26,20,1,0,
S14,3,0,3,24,2,5,1,2,11,
S14,4,32,2,1,9,17,0,0,17,
S15,1,160,1,38,6,1,47,5,3,
S15,2,0,3,2,12,0,22,42,4,
S15,3,29,5,16,7,2,6,0,30,
S15,4,14,6,15,12,4,0,0,21,
S15,5,15,2,9,2,1,2,0,11,
S15,6,1,1,17,0,2,0,0,24,
S15,7,0,6,5,4,0,3,0,17,
S15,8,0,2,3,17,0,5,0,17,
S15,9,3,1,1,2,0,4,0,7,
S15,10,0,2,0,10,0,0,0,7,
S16,1,54,39,44,69,0,20,0,0,
S16,2,2,0,0,0,25,3,0,3,
S16,3,0,0,2,10,0,0,0,30,
S16,4,27,0,3,6,0,5,0,27,
S16,5,11,3,3,2,2,4,4,4,
S16,6,9,2,1,6,0,1,0,27,
S16,7,5,2,13,3,0,3,0,10,
S17,1,66,0,83,7,44,7,0,38,
S17,2,29,1,28,35,0,0,0,22,
S18,1,87,18,114,25,20,51,23,88,
S18,2,7,7,12,15,2,19,106,49,
S18,3,30,14,19,36,42,37,26,80,
S18,4,37,21,18,3,56,37,22,33,
S18,5,4,5,7,56,1,55,48,16,
S18,6,38,17,8,15,36,6,23,12,
S18,7,8,3,22,26,5,10,9,25,
S18,8,36,3,31,22,39,11,14,45,
S19,1,89,3,14,8,26,22,0,47,
S19,2,13,2,12,3,0,0,0,28,
S19,3,34,24,35,5,2,37,1,26,
S20,1,30,28,97,26,2,29,91,19,
S20,2,4,6,51,34,62,22,16,23,
S20,3,2,19,137,24,14,19,5,30,
S20,4,5,11,16,23,5,16,5,39,
S20,5,3,15,26,27,52,7,4,12,
S20,6,4,3,8,10,5,59,0,28,
S20,7,4,3,25,16,36,24,17,45,
S20,8,5,17,26,26,8,16,5,22,
S20,9,4,13,16,27,21,19,7,39,
S20,10,3,4,14,20,3,5,9,7,
S21,1,106,24,25,1,59,1,0,80,
S21,2,26,0,9,8,2,0,0,14,
S21,3,61,3,25,33,0,2,1,234,
S21,4,2,2,17,16,18,2,0,5,
S21,5,13,1,20,2,0,0,0,8,
S21,6,21,1,20,47,23,2,0,17,
S21,7,37,2,5,17,0,3,2,20,
S22,1,33,0,3,9,23,2,22,12,
S22,2,7,1,31,4,1,0,4,1,
S22,3,31,0,0,18,23,6,0,23,
S22,4,0,0,0,7,0,0,0,76,
S22,5,24,4,11,3,0,0,6,20,
S22,6,10,0,11,6,0,0,0,24,
S22,7,13,0,20,3,0,3,0,8,
S22,8,6,0,10,15,0,0,0,25,
S22,9,11,1,25,3,9,0,1,18,
S22,10,11,1,1,31,0,3,0,22,
S23,1,18,3,8,7,45,28,0,32,
S23,2,22,22,2,65,23,9,47,14,
S23,3,62,0,8,2,9,6,64,5,
S24,1,70,6,91,12,29,18,19,17,
S24,2,111,6,42,31,120,10,14,97,
S24,3,4,17,18,12,37,33,4,97,
S24,4,4,8,9,36,16,7,95,25,
S25,1,52,2,316,42,5,17,2,60,
S25,2,4,1,152,16,108,18,2,12,
S25,3,78,12,26,25,0,11,3,37,
S25,4,9,5,92,10,165,7,0,25,
S25,5,25,4,14,13,15,7,1,7,
S25,6,54,2,16,14,5,3,3,60,
S25,7,11,3,29,23,0,6,0,9,
S25,8,7,1,4,12,0,0,0,12,
S25,9,4,3,1,5,12,3,0,9,
S25,10,4,1,15,23,0,5,0,21,
S26,1,7,6,35,22,46,17,4,38,
S26,2,31,20,41,41,22,30,8,48,
S26,3,4,15,19,29,44,22,47,12,
S26,4,35,45,9,27,44,13,10,36,
S26,5,4,22,19,20,35,33,5,18,
S26,6,17,7,28,19,36,18,1,45,
S26,7,25,0,23,15,45,11,14,31,
S26,8,24,0,26,50,5,3,10,34,
S26,9,44,14,20,6,16,9,1,13,
S26,10,38,24,20,18,17,8,12,43,
