ID,Make,Model,Year,Trim,Description,Class,URL,Body type,Length (in),Width (in),Height (in),Wheelbase (in),Curb weight (lbs),Gross weight (lbs),Cylinders,Horsepower (HP),Valves,Valve timing,Drive type,Transmission,Engine type,Fuel type,Fuel tank capacity (gal),EPA mileage (mpg),Front head room (in),Front hip room (in),Front leg room (in),Front shoulder room (in),Rear head room (in),Rear hip room (in),Rear leg room (in),Rear shoulder room (in),Cargo capacity (cu ft)
61,Lexus,GS,2004,GS 300 - Sedan,(3.0L 6-cyl. 5-speed Automatic)                     ,Mid-size car,https://media.ed.edmunds-media.com/lexus/gs-300/2004/oem/2004_lexus_gs-300_sedan_base_fq_oem_1_400.jpg,Sedan,189.2,70.9,55.9,110.2,3649,4645,I6,220,24, Variable, Rear wheel drive , 5-speed shiftable automatic, Gas, Premium unleaded (required),19.8, 16/23 mpg,37.6,55,44.5,57.7,36.4,56.1,34.3,56.6,14.8
62,Lexus,GS,2004,GS 430 - Sedan,(4.3L V8 5-speed Automatic)                     ,Mid-size car,https://media.ed.edmunds-media.com/lexus/gs-430/2004/oem/2004_lexus_gs-430_sedan_base_fq_oem_2_400.jpg,Sedan,189.2,70.9,55.9,110.2,3715,4716,V8,300,32, Variable, Rear wheel drive , 5-speed automatic, Gas, Premium unleaded (required),19.8, 16/22 mpg,37.6,55,44.5,57.7,36.4,56.1,34.3,56.6,14.8
63,Lexus,GS,2005,GS 300 - Sedan,(3.0L 6-cyl. 5-speed Automatic)                     ,Mid-size car,https://media.ed.edmunds-media.com/lexus/gs-300/2002/oem/2002_lexus_gs-300_sedan_base_fq_oem_1_400.jpg,Sedan,189.2,70.9,55.9,110.2,3649,4645,I6,220,24, Variable, Rear wheel drive , 5-speed shiftable automatic, Gas, Premium unleaded (required),19.8, 16/23 mpg,37.6,55,44.5,57.7,36.4,56.1,34.3,56.6,14.8
64,Lexus,GS,2005,GS 430 - Sedan,(4.3L V8 5-speed Automatic)                     ,Mid-size car,https://media.ed.edmunds-media.com/lexus/gs-430/2004/oem/2004_lexus_gs-430_sedan_base_fq_oem_2_400.jpg,Sedan,189.2,70.9,55.9,110.2,3715,4716,V8,300,32, Variable, Rear wheel drive , 5-speed automatic, Gas, Premium unleaded (required),19.8, 16/22 mpg,37.6,55,44.5,57.7,36.4,56.1,34.3,56.6,14.8
65,Lexus,GS,2006,GS 300 - Sedan,(3.0L V6 6-speed Automatic)                     ,Mid-size car,https://media.ed.edmunds-media.com/lexus/gs-300/2006/oem/2006_lexus_gs-300_sedan_base_fq_oem_1_400.jpg,Sedan,190,71.7,56.1,112.2,3536,4541,V6,245,24, Variable, Rear wheel drive , 6-speed shiftable automatic, Gas, Premium unleaded (required),18.8, 19/27 mpg,38.8,54.4,43.5,56.3,37,51.4,36.4,55.1,12.7
66,Lexus,GS,2006,GS 430 - Sedan,(4.3L V8 6-speed Automatic)                     ,Mid-size car,https://media.ed.edmunds-media.com/lexus/gs-430/2006/oem/2006_lexus_gs-430_sedan_base_fq_oem_2_400.jpg,Sedan,190,71.7,56.1,112.2,3748,4674,V8,300,32, Variable, Rear wheel drive , 6-speed shiftable automatic, Gas, Premium unleaded (required),18.8, 16/23 mpg,38.8,54.4,43.5,56.3,37,51.4,36.4,55.1,12.7
67,Lexus,GS,2006,GS 300 - Sedan,(3.0L V6 AWD 6-speed Automatic)                     ,Mid-size car,https://media.ed.edmunds-media.com/lexus/gs-300/2006/oem/2006_lexus_gs-300_sedan_base_fq_oem_1_400.jpg,Sedan,190,71.7,56.5,112.2,3759,4674,V6,245,24, Variable, All wheel drive , 6-speed shiftable automatic, Gas, Premium unleaded (required),18.8, 19/25 mpg,38.8,54.4,43.5,56.3,37,51.4,36.4,55.1,12.7
68,Lexus,GS,2007,GS 350 - Sedan,(3.5L V6 6-speed Automatic)                     ,Mid-size car,https://media.ed.edmunds-media.com/lexus/gs-350/2007/oem/2007_lexus_gs-350_sedan_base_fq_oem_1_400.jpg,Sedan,190,71.7,56.1,112.2,3704,4541,V6,303,24, Variable, Rear wheel drive , 6-speed shiftable automatic, Gas, Premium unleaded (required),18.8, 19/26 mpg,37.8,54.4,43.5,56.3,37,51.4,36.4,55.1,12.7
69,Lexus,GS,2007,GS 350 - Sedan,(3.5L V6 AWD 6-speed Automatic)                     ,Mid-size car,https://media.ed.edmunds-media.com/lexus/gs-350/2007/oem/2007_lexus_gs-350_sedan_base_fq_oem_1_400.jpg,Sedan,190,71.7,56.5,112.2,3869,4674,V6,303,24, Variable, All wheel drive , 6-speed shiftable automatic, Gas, Premium unleaded (required),18.8, 18/25 mpg,37.8,54.4,43.5,56.3,37,51.4,36.4,55.1,12.7
70,Lexus,GS,2007,GS 430 - Sedan,(4.3L V8 6-speed Automatic)                     ,Mid-size car,https://media.ed.edmunds-media.com/lexus/gs-430/2007/oem/2007_lexus_gs-430_sedan_base_fq_oem_3_400.jpg,Sedan,190,71.7,56.1,112.2,3748,4674,V8,290,32, Variable, Rear wheel drive , 6-speed shiftable automatic, Gas, Premium unleaded (required),18.8, 16/23 mpg,37.8,54.4,43.5,56.3,37,51.4,36.4,55.1,12.7
71,Lexus,GS,2007,GS 450h - Sedan,(3.5L V6 Hybrid CVT Automatic)                     ,Mid-size car,https://media.ed.edmunds-media.com/lexus/gs-450h/2007/oem/2007_lexus_gs-450h_sedan_base_fq_oem_1_400.jpg,Sedan,190,71.7,56.1,112.2,4134,5200,V6,340,24, Variable, Rear wheel drive , Continuously variable-speed automatic, Hybrid, Premium unleaded (required),17.2, 22/25 mpg,37.8,54.4,43.5,56.3,37,51.4,36.4,55.1,7.5
72,Lexus,GS,2008,GS 350 - Sedan,(3.5L V6 6-speed Automatic)                     ,Mid-size car,https://media.ed.edmunds-media.com/lexus/gs-350/2008/oem/2008_lexus_gs-350_sedan_base_fq_oem_4_400.jpg,Sedan,190,71.7,56.1,112.2,3795,4541,V6,303,24, Variable, Rear wheel drive , 6-speed shiftable automatic, Gas, Premium unleaded (required),18.8, 19/27 mpg,37.8,54.4,43.5,56.3,37,51.4,36.4,55.1,12.7
73,Lexus,GS,2008,GS 350 - Sedan,(3.5L V6 AWD 6-speed Automatic)                     ,Mid-size car,https://media.ed.edmunds-media.com/lexus/gs-350/2008/oem/2008_lexus_gs-350_sedan_base_fq_oem_4_400.jpg,Sedan,190,71.7,56.5,112.2,3965,4674,V6,303,24, Variable, All wheel drive , 6-speed shiftable automatic, Gas, Premium unleaded (required),18.8, 18/25 mpg,37.8,54.4,43.5,56.3,37,51.4,36.4,55.1,12.7
74,Lexus,GS,2008,GS 450h - Sedan,(3.5L V6 Hybrid CVT Automatic)                     ,Mid-size car,https://media.ed.edmunds-media.com/lexus/gs-450h/2008/oem/2008_lexus_gs-450h_sedan_base_fq_oem_1_400.jpg,Sedan,190,71.7,56.1,112.2,4134,5200,V6,340,24, Variable, Rear wheel drive , Continuously variable-speed automatic, Hybrid, Premium unleaded (required),17.2, 22/25 mpg,37.8,54.4,43.5,56.3,37,51.4,36.4,55.1,7.5
75,Lexus,GS,2008,GS 460 - Sedan,(4.6L V8 8-speed Automatic)                     ,Mid-size car,https://media.ed.edmunds-media.com/lexus/gs-350/2008/oem/2008_lexus_gs-350_sedan_base_fq_oem_4_400.jpg,Sedan,190,71.7,56.1,112.2,3945,,V8,342,32, Variable, Rear wheel drive , 8-speed shiftable automatic, Gas, Premium unleaded (required),18.8, 17/24 mpg,37.8,54.4,43.5,56.3,37,51.4,36.4,55.1,12.7
76,Lexus,GS,2009,GS 350 - Sedan,(3.5L V6 6-speed Automatic)                     ,Mid-size car,https://media.ed.edmunds-media.com/lexus/gs-350/2008/oem/2008_lexus_gs-350_sedan_base_fq_oem_4_400.jpg,Sedan,190,71.7,56.1,112.2,3795,4541,V6,303,24, Variable, Rear wheel drive , 6-speed shiftable automatic, Gas, Premium unleaded (required),18.8, 19/26 mpg,37.8,54.4,43.5,56.3,37,51.4,36.4,55.1,12.7
77,Lexus,GS,2009,GS 350 - Sedan,(3.5L V6 AWD 6-speed Automatic)                     ,Mid-size car,https://media.ed.edmunds-media.com/lexus/gs-350/2008/oem/2008_lexus_gs-350_sedan_base_fq_oem_4_400.jpg,Sedan,190,71.7,56.5,112.2,3965,4674,V6,303,24, Variable, All wheel drive , 6-speed shiftable automatic, Gas, Premium unleaded (required),18.8, 18/25 mpg,37.8,54.4,43.5,56.3,37,51.4,36.4,55.1,12.7
78,Lexus,GS,2009,GS 450h - Sedan,(3.5L V6 Hybrid CVT Automatic)                     ,Mid-size car,https://media.ed.edmunds-media.com/lexus/gs-450h/2008/oem/2008_lexus_gs-450h_sedan_base_fq_oem_1_400.jpg,Sedan,190,71.7,56.1,112.2,4134,5200,V6,340,24, Variable, Rear wheel drive , Continuously variable-speed automatic, Hybrid, Premium unleaded (required),17.2, 22/25 mpg,37.8,54.4,43.5,56.3,37,51.4,36.4,55.1,10.6
79,Lexus,GS,2009,GS 460 - Sedan,(4.6L V8 8-speed Automatic)                     ,Mid-size car,https://media.ed.edmunds-media.com/lexus/gs-350/2008/oem/2008_lexus_gs-350_sedan_base_fq_oem_4_400.jpg,Sedan,190,71.7,56.1,112.2,3945,4900,V8,342,32, Variable, Rear wheel drive , 8-speed shiftable automatic, Gas, Premium unleaded (required),18.8, 17/24 mpg,37.8,54.4,43.5,56.3,37,51.4,36.4,55.1,12.7
80,Lexus,GS,2010,GS 350 - Sedan,(3.5L V6 6-speed Automatic)                     ,Mid-size car,https://media.ed.edmunds-media.com/lexus/gs-350/2010/oem/2010_lexus_gs-350_sedan_base_fq_oem_1_400.jpg,Sedan,190.7,71.7,56.1,112.2,3704,,V6,303,24, Variable, Rear wheel drive , 6-speed shiftable automatic, Gas, Premium unleaded (required),18.8, 19/26 mpg,37.8,54.4,43.5,56.3,37,51.4,36.4,55.1,15.2
81,Lexus,GS,2010,GS 350 - Sedan,(3.5L V6 AWD 6-speed Automatic)                     ,Mid-size car,https://media.ed.edmunds-media.com/lexus/gs-350/2010/oem/2010_lexus_gs-350_sedan_base_fq_oem_1_400.jpg,Sedan,190.7,71.7,56.5,112.2,3969,,V6,303,24, Variable, All wheel drive , 6-speed shiftable automatic, Gas, Premium unleaded (required),18.8, 18/25 mpg,37.8,54.4,43.5,56.3,37,51.4,36.4,55.1,15.2
82,Lexus,GS,2010,GS 450h - Sedan,(3.5L V6 Hybrid CVT Automatic)                     ,Mid-size car,https://media.ed.edmunds-media.com/lexus/gs-450h/2010/oem/2010_lexus_gs-450h_sedan_base_fq_oem_1_400.jpg,Sedan,190.7,71.7,56.1,112.2,4134,5200,V6,340,24, Variable, Rear wheel drive , Continuously variable-speed automatic, Hybrid, Premium unleaded (required),17.2, 22/25 mpg,37.8,54.4,43.5,56.3,37,51.4,36.4,55.1,10.3
83,Lexus,GS,2010,GS 460 - Sedan,(4.6L V8 8-speed Automatic)                     ,Mid-size car,https://media.ed.edmunds-media.com/lexus/gs-460/2010/oem/2010_lexus_gs-460_sedan_base_fq_oem_2_400.jpg,Sedan,190.7,71.7,56.1,112.2,3836,4900,V8,342,32, Variable, Rear wheel drive , 8-speed shiftable automatic, Gas, Premium unleaded (required),18.8, 17/24 mpg,37.8,54.4,43.5,56.3,37,51.4,36.4,55.1,15.2
84,Lexus,GS,2011,GS 350 - Sedan,(3.5L V6 6-speed Automatic)                     ,Mid-size car,https://media.ed.edmunds-media.com/lexus/gs-350/2011/oem/2011_lexus_gs-350_sedan_base_fq_oem_2_400.jpg,Sedan,190,71.7,56.1,112.2,3795,4541,V6,303,24, Variable, Rear wheel drive , 6-speed shiftable automatic, Gas, Premium unleaded (required),18.8, 19/26 mpg,37.8,54.4,43.5,56.3,37,51.4,36.4,55.1,15.2
85,Lexus,GS,2011,GS 350 - Sedan,(3.5L V6 AWD 6-speed Automatic)                     ,Mid-size car,https://media.ed.edmunds-media.com/lexus/gs-350/2011/oem/2011_lexus_gs-350_sedan_base_fq_oem_2_400.jpg,Sedan,190,71.7,56.5,112.2,3965,4674,V6,303,24, Variable, All wheel drive , 6-speed shiftable automatic, Gas, Premium unleaded (required),18.8, 18/25 mpg,37.8,54.4,43.5,56.3,37,51.4,36.4,55.1,15.2
86,Lexus,GS,2011,GS 450h - Sedan,(3.5L V6 Hybrid CVT Automatic)                     ,Mid-size car,https://media.ed.edmunds-media.com/lexus/gs-450h/2011/oem/2011_lexus_gs-450h_sedan_base_fq_oem_1_400.jpg,Sedan,190.7,71.7,56.1,112.2,4134,5200,V6,340,24, Variable, Rear wheel drive , Continuously variable-speed automatic, Hybrid, Premium unleaded (required),17.2, 22/25 mpg,37.8,54.4,43.5,56.3,37,51.4,36.4,55.1,10.3
87,Lexus,GS,2011,GS 460 - Sedan,(4.6L V8 8-speed Automatic)                     ,Mid-size car,https://media.ed.edmunds-media.com/lexus/gs-460/2011/oem/2011_lexus_gs-460_sedan_base_fq_oem_2_400.jpg,Sedan,190,71.7,56.1,112.2,3945,4900,V8,342,32, Variable, Rear wheel drive , 8-speed shiftable automatic, Gas, Premium unleaded (required),18.8, 17/24 mpg,37.8,54.4,43.5,56.3,37,51.4,36.4,55.1,15.2
88,Lexus,GS,2013,GS 350 - Sedan,(3.5L V6 6-speed Automatic)                     ,Mid-size car,https://media.ed.edmunds-media.com/lexus/gs-350/2013/oem/2013_lexus_gs-350_sedan_base_fq_oem_1_400.jpg,Sedan,190.7,72.4,57.3,112.2,3795,4830,V6,306,24, Variable, Rear wheel drive , 6-speed shiftable automatic, Gas, Premium unleaded (required),17.4, 19/28 mpg,38,54.5,42.3,57.3,37.8,54.1,36.8,55.7,14.3
89,Lexus,GS,2013,GS 350 - Sedan,(3.5L V6 AWD 6-speed Automatic)                     ,Mid-size car,https://media.ed.edmunds-media.com/lexus/gs-350/2013/oem/2013_lexus_gs-350_sedan_base_fq_oem_1_400.jpg,Sedan,190.7,72.4,57.9,112.2,3970,4960,V6,306,24, Variable, All wheel drive , 6-speed shiftable automatic, Gas, Premium unleaded (required),17.4, 19/26 mpg,38,54.5,42.3,57.3,37.8,54.1,36.8,55.7,14.3
90,Lexus,GS,2013,GS 450h - Sedan,(3.5L V6 Hybrid CVT Automatic)                     ,Mid-size car,https://media.ed.edmunds-media.com/lexus/gs-450h/2013/oem/2013_lexus_gs-450h_sedan_base_fq_oem_4_400.jpg,Sedan,190.7,72.4,57.3,112.2,4190,5125,V6,338,24, Variable, Rear wheel drive , Continuously variable-speed automatic, Hybrid, Premium unleaded (required),17.4, 29/34 mpg,38,54.5,42.5,57.3,37.8,54.1,36.8,55.7,13.2
91,Lexus,GS,2014,GS 350 - Sedan,(3.5L V6 8-speed Automatic)                     ,Mid-size car,https://media.ed.edmunds-media.com/lexus/gs-350/2013/oem/2013_lexus_gs-350_sedan_base_fq_oem_10_400.jpg,Sedan,190.7,72.4,57.3,112.2,3795,4830,V6,306,24, Variable, Rear wheel drive , 8-speed shiftable automatic, Gas, Premium unleaded (required),17.4, 19/29 mpg,38,54.5,42.3,57.3,37.8,54.1,36.8,55.7,14.3
92,Lexus,GS,2014,GS 350 - Sedan,(3.5L V6 AWD 6-speed Automatic)                     ,Mid-size car,https://media.ed.edmunds-media.com/lexus/gs-350/2013/oem/2013_lexus_gs-350_sedan_base_fq_oem_10_400.jpg,Sedan,190.7,72.4,57.3,112.2,3970,4960,V6,306,24, Variable, All wheel drive , 6-speed shiftable automatic, Gas, Premium unleaded (required),17.4, 19/26 mpg,38,54.5,42.3,57.3,37.8,54.1,36.8,55.7,14.3
93,Lexus,GS,2014,GS 450h - Sedan,(3.5L V6 Hybrid CVT Automatic)                     ,Mid-size car,https://media.ed.edmunds-media.com/lexus/gs-450h/2013/oem/2013_lexus_gs-450h_sedan_base_fq_oem_4_400.jpg,Sedan,190.7,72.4,57.3,112.2,4190,5125,V6,338,24, Variable, Rear wheel drive , Continuously variable-speed automatic, Hybrid, Premium unleaded (required),17.4, 29/34 mpg,38,54.5,42.5,57.3,37.8,54.1,36.8,55.7,13.2
94,Lexus,GS,2015,GS 350 - Sedan,(3.5L V6 8-speed Automatic)                     ,Mid-size car,https://media.ed.edmunds-media.com/lexus/gs-350/2013/oem/2013_lexus_gs-350_sedan_base_fq_oem_10_400.jpg,Sedan,190.7,72.4,57.3,112.2,3726,4830,V6,306,24, Variable, Rear wheel drive , 8-speed shiftable automatic, Gas, Premium unleaded (required),17.4, 19/29 mpg,38,54.5,42.3,57.3,37.8,54.1,36.8,55.7,14.3
95,Lexus,GS,2015,GS 350 - Sedan,(3.5L V6 AWD 6-speed Automatic)                     ,Mid-size car,https://media.ed.edmunds-media.com/lexus/gs-350/2013/oem/2013_lexus_gs-350_sedan_base_fq_oem_10_400.jpg,Sedan,190.7,72.4,57.9,112.2,3891,4960,V6,306,24, Variable, All wheel drive , 6-speed shiftable automatic, Gas, Premium unleaded (required),17.4, 19/26 mpg,38,54.5,42.3,57.3,37.8,54.1,36.8,55.7,14.3
96,Lexus,GS,2015,GS 350 Crafted Line - Sedan,(3.5L V6 8-speed Automatic)                     ,Mid-size car,https://media.ed.edmunds-media.com/lexus/gs-350/2013/oem/2013_lexus_gs-350_sedan_base_fq_oem_10_400.jpg,Sedan,190.7,72.4,57.3,112.2,,,V6,306,24, Variable, Rear wheel drive , 8-speed shiftable automatic, Gas, Premium unleaded (required),17.4, 19/29 mpg,38,54.5,42.3,57.3,37.8,54.1,36.8,55.7,14.3
97,Lexus,GS,2015,GS 350 Crafted Line - Sedan,(3.5L V6 AWD 6-speed Automatic)                     ,Mid-size car,https://media.ed.edmunds-media.com/lexus/gs-350/2013/oem/2013_lexus_gs-350_sedan_base_fq_oem_10_400.jpg,Sedan,190.7,72.4,57.9,112.2,,,V6,306,24, Variable, All wheel drive , 6-speed shiftable automatic, Gas, Premium unleaded (required),17.4, 19/26 mpg,38,54.5,42.3,57.3,37.8,54.1,36.8,55.7,14.3
98,Lexus,GS,2015,GS 450h - Sedan,(3.5L V6 Hybrid CVT Automatic)                     ,Mid-size car,https://media.ed.edmunds-media.com/lexus/gs-450h/2013/oem/2013_lexus_gs-450h_sedan_base_fq_oem_4_400.jpg,Sedan,190.7,72.4,57.3,112.2,4190,5125,V6,338,24, Variable, Rear wheel drive , Continuously variable-speed automatic, Hybrid, Premium unleaded (required),17.4, 29/34 mpg,38,54.5,42.5,57.3,37.8,54.1,36.8,55.7,13.2
99,Lexus,GS,2016,GS 450h - Sedan,(3.5L V6 Hybrid CVT Automatic)                     ,Mid-size car,https://media.ed.edmunds-media.com/lexus/gs-450h/2016/oem/2016_lexus_gs-450h_sedan_base_fq_oem_11_400.jpg,Sedan,192.1,72.4,57.3,112.2,4112,5125,V6,338,24, Variable, Rear wheel drive , Continuously variable-speed automatic, Hybrid, Premium unleaded (required),17.4, 29/34 mpg,38,54.5,42.3,57.3,37.8,54.1,36.8,55.7,15.9
100,Lexus,GS,2016,GS F - Sedan,(5.0L V8 8-speed Automatic)                     ,Mid-size car,https://media.ed.edmunds-media.com/lexus/gs-f/2016/oem/2016_lexus_gs-f_sedan_base_fq_oem_6_400.jpg,Sedan,193.5,72.6,56.7,112.2,4034,,V8,467,32, Variable, Rear wheel drive , 8-speed shiftable automatic, Gas, Premium unleaded (required),17.4, 16/24 mpg,38.9,54.4,40.6,57.2,37.8,54.2,32.8,55.7,14
101,Lexus,GS,2017,GS 450h - Sedan,(3.5L V6 Hybrid CVT Automatic)                     ,Mid-size car,https://media.ed.edmunds-media.com/lexus/gs-450h/2017/oem/2017_lexus_gs-450h_sedan_f-sport_fq_oem_6_400.jpg,Sedan,192.1,72.4,57.3,112.2,4112,5125,V6,338,24, Variable, Rear wheel drive , Continuously variable-speed automatic, Hybrid, Premium unleaded (required),17.4, 29/34 mpg,38,54.5,42.3,57.3,37.8,54.1,36.8,55.7,13.2
102,Lexus,GS,2017,GS 450h F SPORT - Sedan,(3.5L V6 Hybrid CVT Automatic)                     ,Mid-size car,https://media.ed.edmunds-media.com/lexus/gs-450h/2017/oem/2017_lexus_gs-450h_sedan_f-sport_fq_oem_6_400.jpg,Sedan,192.1,72.4,57.3,112.2,4112,5125,V6,338,24, Variable, Rear wheel drive , Continuously variable-speed automatic, Hybrid, Premium unleaded (required),17.4, 29/34 mpg,38,54.5,42.3,57.3,37.8,54.1,36.8,55.7,13.2
103,Lexus,GS,2017,GS F - Sedan,(5.0L V8 8-speed Automatic)                     ,Mid-size car,https://media.ed.edmunds-media.com/lexus/gs-f/2017/oem/2017_lexus_gs-f_sedan_base_fq_oem_1_400.jpg,Sedan,193.5,72.6,56.7,112.2,4034,,V8,467,32, Variable, Rear wheel drive , 8-speed shiftable automatic, Gas, Premium unleaded (required),17.4, 16/24 mpg,38.9,54.4,40.6,57.2,37.8,54.2,32.8,55.7,14
104,Lexus,GX,2003,GX 470 - 4dr SUV,(4.7L V8 4x4 5-speed Automatic)                     ,Mid-size SUV,https://media.ed.edmunds-media.com/lexus/gx-470/2003/oem/2003_lexus_gx-470_4dr-suv_base_fq_oem_3_400.jpg,SUV,188.2,74,74.6,109.8,4675,6100,V8,235,32,, Four wheel drive , 5-speed automatic, Gas, Premium unleaded (required),23, 14/17 mpg,40.2,55.1,41.8,57.5,40,54.8,36.8,57.4,13.2
105,Lexus,GX,2004,GX 470 - 4dr SUV,(4.7L V8 4x4 5-speed Automatic)                     ,Mid-size SUV,https://media.ed.edmunds-media.com/lexus/gx-470/2003/oem/2003_lexus_gx-470_4dr-suv_base_fq_oem_1_400.jpg,SUV,188.2,74,74.6,109.8,4740,6000,V8,235,32,, Four wheel drive , 5-speed automatic, Gas, Premium unleaded (required),23, 14/17 mpg,40.2,55.1,41.8,57.5,40,54.8,36.8,57.4,49.7
106,Lexus,GX,2005,GX 470 - 4dr SUV,(4.7L V8 4x4 5-speed Automatic)                     ,Mid-size SUV,https://media.ed.edmunds-media.com/lexus/gx-470/2003/oem/2003_lexus_gx-470_4dr-suv_base_fq_oem_1_400.jpg,SUV,188.2,74,74.6,109.8,4871,6200,V8,270,32, Variable, Four wheel drive , 5-speed automatic, Gas, Regular unleaded,23, 14/18 mpg,40.2,55.1,41.8,57.5,40,54.8,36.8,57.4,49.7
107,Lexus,GX,2006,GX 470 - 4dr SUV,(4.7L V8 4x4 5-speed Automatic)                     ,Mid-size SUV,https://media.ed.edmunds-media.com/lexus/gx-470/2006/oem/2006_lexus_gx-470_4dr-suv_base_fq_oem_1_400.jpg,SUV,188.2,74,74.6,109.8,4871,6200,V8,263,32, Variable, Four wheel drive , 5-speed automatic, Gas, Regular unleaded,23, 14/18 mpg,40.2,55.1,41.8,57.5,40,54.8,36.8,57.4,49.7
108,Lexus,GX,2007,GX 470 - 4dr SUV,(4.7L V8 4x4 5-speed Automatic)                     ,Mid-size SUV,https://media.ed.edmunds-media.com/lexus/gx-470/2006/oem/2006_lexus_gx-470_4dr-suv_base_fq_oem_1_400.jpg,SUV,188.2,74,74.6,109.8,4871,6200,V8,263,32, Variable, Four wheel drive , 5-speed automatic, Gas, Regular unleaded,23, 14/18 mpg,40.2,55.1,41.8,57.5,40,54.8,36.8,57.4,49.7
109,Lexus,GX,2008,GX 470 - 4dr SUV,(4.7L V8 4x4 5-speed Automatic)                     ,Mid-size SUV,https://media.ed.edmunds-media.com/lexus/gx-470/2008/oem/2008_lexus_gx-470_4dr-suv_base_fq_oem_1_400.jpg,SUV,188.2,74,74.6,109.8,4871,6200,V8,263,32, Variable, Four wheel drive , 5-speed automatic, Gas, Premium unleaded (required),23, 14/18 mpg,40.2,55.1,41.8,57.5,40,54.8,36.8,57.4,49.7
110,Lexus,GX,2009,GX 470 - 4dr SUV,(4.7L V8 4x4 5-speed Automatic)                     ,Mid-size SUV,https://media.ed.edmunds-media.com/lexus/gx-470/2009/oem/2009_lexus_gx-470_4dr-suv_base_fq_oem_1_400.jpg,SUV,188.2,74,74.6,109.8,4871,6200,V8,263,32, Variable, Four wheel drive , 5-speed automatic, Gas, Premium unleaded (required),23, 14/18 mpg,40.2,55.1,41.8,57.5,40,54.8,36.8,57.4,49.7
111,Lexus,GX,2010,GX 460 - 4dr SUV,(4.6L V8 4x4 6-speed Automatic)                     ,Mid-size SUV,https://media.ed.edmunds-media.com/lexus/gx-460/2010/oem/2010_lexus_gx-460_4dr-suv_base_fq_oem_2_400.jpg,SUV,189.2,74.2,74.2,109.8,5305,6600,V8,301,32, Variable, Four wheel drive , 6-speed automatic, Gas, Premium unleaded (required),23, 15/20 mpg,38,56.5,41.7,55.4,40.4,55.2,34.1,57.3,
112,Lexus,GX,2010,GX 460 Premium - 4dr SUV,(4.6L V8 4x4 6-speed Automatic)                     ,Mid-size SUV,https://media.ed.edmunds-media.com/lexus/gx-460/2010/oem/2010_lexus_gx-460_4dr-suv_base_fq_oem_2_400.jpg,SUV,189.2,74.2,73.8,109.8,5340,6600,V8,301,32, Variable, Four wheel drive , 6-speed automatic, Gas, Premium unleaded (required),23, 15/20 mpg,38,56.5,41.7,55.4,40.4,55.2,34.1,57.3,
113,Lexus,GX,2011,GX 460 - 4dr SUV,(4.6L V8 4x4 6-speed Automatic)                     ,Mid-size SUV,https://media.ed.edmunds-media.com/lexus/gx-460/2011/oem/2011_lexus_gx-460_4dr-suv_base_fq_oem_2_400.jpg,SUV,189.2,74.2,74.2,109.8,5305,6600,V8,301,32, Variable, Four wheel drive , 6-speed shiftable automatic, Gas, Premium unleaded (required),23, 15/20 mpg,38,56.5,41.7,55.4,40.4,55.2,34.1,57.3,
114,Lexus,GX,2011,GX 460 Premium - 4dr SUV,(4.6L V8 4x4 6-speed Automatic)                     ,Mid-size SUV,https://media.ed.edmunds-media.com/lexus/gx-460/2011/oem/2011_lexus_gx-460_4dr-suv_base_fq_oem_2_400.jpg,SUV,189.2,74.2,73.8,109.8,5340,6600,V8,301,32, Variable, Four wheel drive , 6-speed shiftable automatic, Gas, Premium unleaded (required),23, 15/20 mpg,38,56.5,41.7,55.4,40.4,55.2,34.1,57.3,
115,Lexus,GX,2012,GX 460 - 4dr SUV,(4.6L V8 4x4 6-speed Automatic)                     ,Mid-size SUV,https://media.ed.edmunds-media.com/lexus/gx-460/2012/oem/2012_lexus_gx-460_4dr-suv_base_fq_oem_1_400.jpg,SUV,189.2,74.2,74.2,109.8,5305,6600,V8,301,32, Variable, Four wheel drive , 6-speed shiftable automatic, Gas, Premium unleaded (required),23, 15/20 mpg,38,56.5,41.7,55.4,40.4,55.2,34.1,57.3,11.6
116,Lexus,GX,2012,GX 460 Premium - 4dr SUV,(4.6L V8 4x4 6-speed Automatic)                     ,Mid-size SUV,https://media.ed.edmunds-media.com/lexus/gx-460/2012/oem/2012_lexus_gx-460_4dr-suv_base_fq_oem_1_400.jpg,SUV,189.2,74.2,73.8,109.8,5340,6600,V8,301,32, Variable, Four wheel drive , 6-speed shiftable automatic, Gas, Premium unleaded (required),23, 15/20 mpg,38,56.5,41.7,55.4,40.4,55.2,34.1,57.3,11.6
117,Lexus,GX,2013,GX 460 - 4dr SUV,(4.6L V8 4x4 6-speed Automatic)                     ,Mid-size SUV,https://media.ed.edmunds-media.com/lexus/gx-460/2013/oem/2013_lexus_gx-460_4dr-suv_base_fq_oem_2_400.jpg,SUV,189.2,74.2,74.2,109.8,5128,,V8,301,32, Variable, Four wheel drive , 6-speed shiftable automatic, Gas, Premium unleaded (required),23, 15/20 mpg,38,56.5,41.7,55.4,40.4,55.2,34.1,57.3,11.6
